PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38759944","Re: ""Treatment Strategies for Proximal Deep Vein Thrombosis: A Network Meta-analysis of Randomised Controlled Trials""","Shi Y, Yuan Y, Gu J.","Eur J Vasc Endovasc Surg. 2024 Aug;68(2):274. doi: 10.1016/j.ejvs.2024.04.043. Epub 2024 May 15.","Shi Y","Eur J Vasc Endovasc Surg","2024","2024/05/17","","","10.1016/j.ejvs.2024.04.043"
"38759542","Outcomes of mechanical thrombectomy in octogenarians and nonagenarians patients with Acute Ischemic Stroke: A Systematic Review and Network Meta-Analysis","Zarrintan A, Musmar B, Ghozy S, Mansour M, Kadirvel R, Kallmes DF.","Eur J Radiol. 2024 Jul;176:111506. doi: 10.1016/j.ejrad.2024.111506. Epub 2024 May 13.","Zarrintan A","Eur J Radiol","2024","2024/05/17","","","10.1016/j.ejrad.2024.111506"
"38759015","Pharmacologic and Nutritional Interventions for Early Alzheimer's Disease: A Systematic Review and Network Meta-Analysis of Randomized Controlled Trials","Zeng B, Tang C, Wang J, Yang Q, Ren Q, Liu X.","J Alzheimers Dis. 2024;99(4):1173-1186. doi: 10.3233/JAD-240161.","Zeng B","J Alzheimers Dis","2024","2024/05/17","PMC11191524","","10.3233/JAD-240161"
"38758864","Efficacy and safety of therapies related to acupuncture for acute herpes zoster: A PRISMA systematic review and network meta-analysis","Liang X, Chen X, Li X, Yang S, Wang S, Ma D, Guo M, Zhang H.","Medicine (Baltimore). 2024 May 17;103(20):e38006. doi: 10.1097/MD.0000000000038006.","Liang X","Medicine (Baltimore)","2024","2024/05/17","PMC11098223","","10.1097/MD.0000000000038006"
"38758863","Regulatory patterns of Chinese patent medicine for lipid metabolism disorders in patients with type 2 diabetes mellitus complicated by ischemic stroke: A systematic review and network meta-analysis","Lu Z, Zhang X, Xie Y.","Medicine (Baltimore). 2024 May 17;103(20):e35050. doi: 10.1097/MD.0000000000035050.","Lu Z","Medicine (Baltimore)","2024","2024/05/17","PMC11098261","","10.1097/MD.0000000000035050"
"38754988","Comparative effects of different antiplatelet strategies in carriers of CYP2C19 loss-of-function alleles: a network meta-analysis","Galli M, Occhipinti G, Benenati S, Laborante R, Ortega-Paz L, Franchi F, D'Amario D, Nerla R, Castriota F, Frati G, Biondi-Zoccai G, Sciarretta S, Angiolillo DJ.","Eur Heart J Cardiovasc Pharmacother. 2024 Oct 4;10(6):526-536. doi: 10.1093/ehjcvp/pvae036.","Galli M","Eur Heart J Cardiovasc Pharmacother","2024","2024/05/16","","","10.1093/ehjcvp/pvae036"
"38754723","Network Meta-analysis of Randomised Controlled Trials Comparing the Outcomes of Different Endovascular Revascularisation Treatments for Infra-inguinal Peripheral Arterial Disease Causing Chronic Limb Threatening Ischaemia","Thanigaimani S, Sun D, Ahmad U, Anning N, Tian K, Golledge J.","Eur J Vasc Endovasc Surg. 2024 Aug;68(2):246-254. doi: 10.1016/j.ejvs.2024.05.014. Epub 2024 May 14.","Thanigaimani S","Eur J Vasc Endovasc Surg","2024","2024/05/16","","","10.1016/j.ejvs.2024.05.014"
"38754208","Evaluating pharmacological treatments for excessive daytime sleepiness in obstructive sleep apnea: A comprehensive network meta-analysis and systematic review","Neshat SS, Heidari A, Henriquez-Beltran M, Patel K, Colaco B, Arunthari V, Lee Mateus AY, Cheung J, Labarca G.","Sleep Med Rev. 2024 Aug;76:101934. doi: 10.1016/j.smrv.2024.101934. Epub 2024 Apr 30.","Neshat SS","Sleep Med Rev","2024","2024/05/16","","","10.1016/j.smrv.2024.101934"
"38753671","Injection therapy for carpal tunnel syndrome: A systematic review and network meta-analysis of randomized controlled trials","Yang FA, Wang HY, Kuo TY, Peng CW, Liou TH, Escorpizo R, Chen HC.","PLoS One. 2024 May 16;19(5):e0303537. doi: 10.1371/journal.pone.0303537. eCollection 2024.","Yang FA","PLoS One","2024","2024/05/16","PMC11098370","","10.1371/journal.pone.0303537"
"38753541","Hematological toxicity of cyclin-dependent kinase 4/6 inhibitors in patients with breast cancer: a network meta-analysis and pharmacovigilance study","Ding H, Xu W, Dai M, Li S, Xin W, Tong Y, He C, Mi X, Zhan Z, Fang L.","Expert Opin Drug Saf. 2025 Feb;24(2):157-165. doi: 10.1080/14740338.2024.2348566. Epub 2024 May 16.","Ding H","Expert Opin Drug Saf","2025","2024/05/16","","","10.1080/14740338.2024.2348566"
"38753327","Comparison of Dual Antiplatelet Therapies for Minor, Nondisabling, Acute Ischemic Stroke: A Bayesian Network Meta-Analysis","Lim A, Ma H, Ly J, Singhal S, Pan Y, Wang Y, Johnston SC, Phan TG.","JAMA Netw Open. 2024 May 1;7(5):e2411735. doi: 10.1001/jamanetworkopen.2024.11735.","Lim A","JAMA Netw Open","2024","2024/05/16","PMC11099682","","10.1001/jamanetworkopen.2024.11735"
"38751011","Network Meta-analysis and Economic Evaluation of Neurostimulation Interventions for Chronic Nonsurgical Refractory Back Pain","Eldabe S, Nevitt S, Bentley A, Mekhail NA, Gilligan C, Billet B, Staats PS, Maden M, Soliday N, Leitner A, Duarte RV.","Clin J Pain. 2024 Sep 1;40(9):507-517. doi: 10.1097/AJP.0000000000001223.","Eldabe S","Clin J Pain","2024","2024/05/16","PMC11309338","","10.1097/AJP.0000000000001223"
"38750993","A review regarding the article 'Mineralocorticoid receptor antagonists in heart failure with reduced ejection fraction: a network meta-analysis of 32 randomized trials'","Wang L, Yuan D.","Curr Probl Cardiol. 2024 Aug;49(8):102644. doi: 10.1016/j.cpcardiol.2024.102644. Epub 2024 May 13.","Wang L","Curr Probl Cardiol","2024","2024/05/16","","","10.1016/j.cpcardiol.2024.102644"
"38750344","Comparative effectiveness of first-line systemic treatments for metastatic castration-resistant prostate cancer: a systematic review and network meta-analysis","Ai J, Jian L, Wen X, Huo X, Yang X, Jiang J, Zhang T.","Clin Transl Oncol. 2024 Oct;26(10):2559-2571. doi: 10.1007/s12094-024-03506-4. Epub 2024 May 15.","Ai J","Clin Transl Oncol","2024","2024/05/15","","","10.1007/s12094-024-03506-4"
"38750153","Comparative efficacy and safety of alpha-blockers as monotherapy for benign prostatic hyperplasia: a systematic review and network meta-analysis","Yoosuf BT, Panda AK, Kt MF, Bharti SK, Devana SK, Bansal D.","Sci Rep. 2024 May 15;14(1):11116. doi: 10.1038/s41598-024-61977-5.","Yoosuf BT","Sci Rep","2024","2024/05/15","PMC11096304","","10.1038/s41598-024-61977-5"
"38748501","Comparative efficacies of 13 surgical interventions for primary congenital glaucoma in children: a network meta-analysis of randomized clinical trials","Fan N, Yan L, Li M, Li S.","Int J Surg. 2024 May 1;110(5):3081-3082. doi: 10.1097/JS9.0000000000001046.","Fan N","Int J Surg","2024","2024/05/15","PMC11093482","","10.1097/JS9.0000000000001046"
"38748386","Comparison of short-term outcomes of laparoscopic surgery, robot-assisted laparoscopic surgery, and open surgery for lateral lymph-node dissection for rectal cancer: a network meta-analysis","Shen Z, Zhu X, Ruan H, Shen J, Zhu M, Huang S.","Updates Surg. 2024 Aug;76(4):1151-1160. doi: 10.1007/s13304-024-01871-x. Epub 2024 May 15.","Shen Z","Updates Surg","2024","2024/05/15","","","10.1007/s13304-024-01871-x"
"38745174","Non-pharmacological interventions to prevent PICS in critically ill adult patients: a protocol for a systematic review and network meta-analysis","Sun X, Tao Q, Cui Q, Liu Y, Cheng S.","Syst Rev. 2024 May 14;13(1):132. doi: 10.1186/s13643-024-02542-z.","Sun X","Syst Rev","2024","2024/05/14","PMC11095022","","10.1186/s13643-024-02542-z"
"38744161","Ketamine and electroconvulsive therapy for severe depression: A network meta-analysis of efficacy and safety","Liu Y, Yang J, Liu Y.","J Psychiatr Res. 2024 Jul;175:218-226. doi: 10.1016/j.jpsychires.2024.05.022. Epub 2024 May 11.","Liu Y","J Psychiatr Res","2024","2024/05/14","","","10.1016/j.jpsychires.2024.05.022"
"38743748","Comparison efficacy and safety of acupuncture and moxibustion therapies in breast cancer-related lymphedema: A systematic review and network meta-analysis","Xu Y, Yu J, Shen R, Shan X, Zhou W, Wang J.","PLoS One. 2024 May 14;19(5):e0303513. doi: 10.1371/journal.pone.0303513. eCollection 2024.","Xu Y","PLoS One","2024","2024/05/14","PMC11093363","","10.1371/journal.pone.0303513"
"38740508","Analgesia for the treatment of acute pancreatitis: a protocol for a systematic review and network meta-analysis","Subramani SS, Berg AC, Kral LA, Murad MH, Smith A, Phillips AE, Yadav D, Uc A, Imdad A.","BMJ Open. 2024 May 13;14(5):e081971. doi: 10.1136/bmjopen-2023-081971.","Subramani SS","BMJ Open","2024","2024/05/13","PMC11097890","","10.1136/bmjopen-2023-081971"
"38739082","Seven oral traditional Chinese medicine combined with chemotherapy for the treatment of non-small cell lung cancer: a network meta-analysis","Liu K, Li Q, Lu X, Fan X, Yang Y, Xie W, Kang J, Sun S, Zhao J.","Pharm Biol. 2024 Dec;62(1):404-422. doi: 10.1080/13880209.2024.2351940. Epub 2024 May 13.","Liu K","Pharm Biol","2024","2024/05/13","PMC11095295","","10.1080/13880209.2024.2351940"
"38735166","Risk assessment models for PICC-related venous thrombosis in adult patients with cancer: A network meta-analysis","Hu Z, He R, Zhao Y, Luo M, Fan Y, Li J.","Thromb Res. 2024 Jul;239:109030. doi: 10.1016/j.thromres.2024.05.003. Epub 2024 May 9.","Hu Z","Thromb Res","2024","2024/05/12","","","10.1016/j.thromres.2024.05.003"
"38734127","Optimal combination of arthroplasty type, fixation method, and postoperative rehabilitation protocol for complex proximal humerus fractures in the elderly: a network meta-analysis","Colasanti CA, Anil U, Rodriguez K, Levin JM, Leucht P, Simovitch RW, Zuckerman JD.","J Shoulder Elbow Surg. 2024 Oct;33(10):e559-e574. doi: 10.1016/j.jse.2024.03.040. Epub 2024 May 10.","Colasanti CA","J Shoulder Elbow Surg","2024","2024/05/11","","","10.1016/j.jse.2024.03.040"
"38734024","Clinical significance of combined tumour-infiltrating lymphocytes and microsatellite instability status in colorectal cancer: a systematic review and network meta-analysis","Wankhede D, Yuan T, Kloor M, Halama N, Brenner H, Hoffmeister M.","Lancet Gastroenterol Hepatol. 2024 Jul;9(7):609-619. doi: 10.1016/S2468-1253(24)00091-8. Epub 2024 May 9.","Wankhede D","Lancet Gastroenterol Hepatol","2024","2024/05/11","","","10.1016/S2468-1253(24)00091-8"
"38733378","Genito-urinary infectious adverse events related to sodium glucose cotransporter-2 inhibitors: a network meta-analysis and meta-regression","Sridharan K, Sivaramakrishnan G.","Expert Rev Clin Pharmacol. 2024 May-Jun;17(5-6):515-524. doi: 10.1080/17512433.2024.2355287. Epub 2024 May 16.","Sridharan K","Expert Rev Clin Pharmacol","2024","2024/05/11","","","10.1080/17512433.2024.2355287"
"38730397","Network meta-analysis of the intervention effects of different exercise measures on Sarcopenia in cancer patients","Liu R, Gao XY, Wang L.","BMC Public Health. 2024 May 10;24(1):1281. doi: 10.1186/s12889-024-18493-y.","Liu R","BMC Public Health","2024","2024/05/10","PMC11083843","","10.1186/s12889-024-18493-y"
"38726971","Physiotherapeutic Scoliosis-Specific Exercise for the Treatment of Adolescent Idiopathic Scoliosis: A Systematic Review and Network Meta-analysis","Dong H, You M, Li Y, Wang B, Huang H.","Am J Phys Med Rehabil. 2024 Jan 1;104(1):14-25. doi: 10.1097/PHM.0000000000002524. Epub 2024 May 10.","Dong H","Am J Phys Med Rehabil","2024","2024/05/10","","","10.1097/PHM.0000000000002524"
"38725175","Effectiveness of the pharmacological therapy to prevent post ERCP acute pancreatitis: a network meta-analysis","Rojas-Victoria EJ, Hernández-Ruiz SI, García-Perdomo HA.","Expert Rev Gastroenterol Hepatol. 2024 Apr-May;18(4-5):203-215. doi: 10.1080/17474124.2024.2345640. Epub 2024 May 9.","Rojas-Victoria EJ","Expert Rev Gastroenterol Hepatol","2024","2024/05/10","","","10.1080/17474124.2024.2345640"
"38725143","The impact of monotherapies for male androgenetic alopecia: A network meta-analysis study","Gupta AK, Bamimore MA, Wang T, Talukder M.","J Cosmet Dermatol. 2024 Sep;23(9):2964-2972. doi: 10.1111/jocd.16362. Epub 2024 May 9.","Gupta AK","J Cosmet Dermatol","2024","2024/05/10","","","10.1111/jocd.16362"
"38725074","Network meta-analysis for an ordinal outcome when outcome categorization varies across trials","Morris P, Wang C, O'Connor A.","Syst Rev. 2024 May 9;13(1):128. doi: 10.1186/s13643-024-02537-w.","Morris P","Syst Rev","2024","2024/05/09","PMC11084064","","10.1186/s13643-024-02537-w"
"38724447","The use of fixed study main effects in arm-based network meta-analysis","Piepho HP, Madden LV, Williams ER.","Res Synth Methods. 2024 Sep;15(5):747-750. doi: 10.1002/jrsm.1721. Epub 2024 May 9.","Piepho HP","Res Synth Methods","2024","2024/05/09","","","10.1002/jrsm.1721"
"38722915","Systematic review and network meta-analysis on the efficacy and safety of parmacotherapy for hand osteoarthritis","Wu R, Peng Q, Wang W, Zheng J, Zhou Y, Yang Q, Zhang X, Li H, Meng L.","PLoS One. 2024 May 9;19(5):e0298774. doi: 10.1371/journal.pone.0298774. eCollection 2024.","Wu R","PLoS One","2024","2024/05/09","PMC11081354","","10.1371/journal.pone.0298774"
"38722206","Prophylactic Antibiotics Delivered Via the Respiratory Tract to Reduce Ventilator-Associated Pneumonia: A Systematic Review, Network Meta-Analysis, and Trial Sequential Analysis of Randomized Controlled Trials","Li J, Lyu S, Luo J, Liu P, Albuainain FA, Alamoudi OA, Rochette V, Ehrmann S.","Crit Care Med. 2024 Oct 1;52(10):1612-1623. doi: 10.1097/CCM.0000000000006323. Epub 2024 May 9.","Li J","Crit Care Med","2024","2024/05/09","","","10.1097/CCM.0000000000006323"
"38720332","Effects of non-invasive respiratory support in post-operative patients: a systematic review and network meta-analysis","Pettenuzzo T, Boscolo A, Pistollato E, Pretto C, Giacon TA, Frasson S, Carbotti FM, Medici F, Pettenon G, Carofiglio G, Nardelli M, Cucci N, Tuccio CL, Gagliardi V, Schiavolin C, Simoni C, Congedi S, Monteleone F, Zarantonello F, Sella N, De Cassai A, Navalesi P.","Crit Care. 2024 May 8;28(1):152. doi: 10.1186/s13054-024-04924-0.","Pettenuzzo T","Crit Care","2024","2024/05/09","PMC11077852","","10.1186/s13054-024-04924-0"
"38719281","Comparative efficacy and acceptability of different exercise patterns for reducing cardiovascular events in pre-diabetes: protocol for a systematic review and network meta-analysis of randomised controlled trials","Zhong Y, Lan M, Chen H, Chen Y, Zhang Y.","BMJ Open. 2024 May 7;14(5):e075783. doi: 10.1136/bmjopen-2023-075783.","Zhong Y","BMJ Open","2024","2024/05/08","PMC11086503","","10.1136/bmjopen-2023-075783"
"38718890","Efficacy and safety of Ginkgo biloba extract in the treatment of unstable angina pectoris: A systematic review and network meta-analysis","Liu Y, Niu P, Yan J, Ji H, Wang Z, Jin X, Lv L, Feng C, Du X, Yang F, Pang W.","J Ethnopharmacol. 2024 Sep 15;331:118297. doi: 10.1016/j.jep.2024.118297. Epub 2024 May 6.","Liu Y","J Ethnopharmacol","2024","2024/05/08","","","10.1016/j.jep.2024.118297"
"38716786","Induction therapy in heart transplantation: A systematic review and network meta-analysis for developing evidence-based recommendations","Kugathasan L, Rayner DG, Wang SM, Rodenas-Alesina E, Orchanian-Cheff A, Stehlik J, Gustafsson F, Greig D, McDonald M, Bertolotti AM, Demas-Clarke P, Kozuszko S, Guyatt G, Foroutan F, Alba AC.","Clin Transplant. 2024 May;38(5):e15326. doi: 10.1111/ctr.15326.","Kugathasan L","Clin Transplant","2024","2024/05/08","","","10.1111/ctr.15326"
"38710295","Efficacy of natural products in preventing oral mucositis resulting from cancer therapies: A network meta-analysis of randomized controlled trials","Lee CC, Chen YW, Kang YN, Chen JH, Chen C, Lu CY, Huang TW, Gautama MSN.","Crit Rev Oncol Hematol. 2024 Jul;199:104373. doi: 10.1016/j.critrevonc.2024.104373. Epub 2024 May 6.","Lee CC","Crit Rev Oncol Hematol","2024","2024/05/06","","","10.1016/j.critrevonc.2024.104373"
"38710236","Refractive surgical approaches to keratoconus: A systematic review and network meta-analysis","Niazi S, Doroodgar F, Hashemi Nazari S, Rahimi Y, Alió Del Barrio JL, Gatzioufas Z, Findl O, Vinciguerra P, Vinciguerra R, Moshirfar M, Ambrósio R Jr, Alio JL.","Surv Ophthalmol. 2024 Sep-Oct;69(5):779-788. doi: 10.1016/j.survophthal.2024.04.008. Epub 2024 May 6.","Niazi S","Surv Ophthalmol","2024","2024/05/06","","","10.1016/j.survophthal.2024.04.008"
"38710084","Update Alert: Effectiveness and Safety of Treatments to Prevent Fractures in People With Low Bone Mass or Primary Osteoporosis: A Living Systematic Review and Network Meta-analysis for the American College of Physicians","Ayers C, Ward R, Kansagara D.","Ann Intern Med. 2024 Jun;177(6):eL230118. doi: 10.7326/L24-0118. Epub 2024 May 7.","Ayers C","Ann Intern Med","2024","2024/05/06","","","10.7326/L24-0118"
"38709808","Comparison of interventions for Barrett's esophagus: A network meta-analysis","Zhang Q, Li M, Jin X, Zhou R, Ying Y, Wu X, Jing J, Pan W.","PLoS One. 2024 May 6;19(5):e0302204. doi: 10.1371/journal.pone.0302204. eCollection 2024.","Zhang Q","PLoS One","2024","2024/05/06","PMC11073690","","10.1371/journal.pone.0302204"
"38708466","Network meta-analysis of the risk of dyspepsia and anorexia in patients with type 2 diabetes mellitus induced by glucagon-like peptide 1 receptor agonist hypoglycemic drugs","Jiao BL, Zhao J, Wang B, Liu BY, Wu T.","Eur Rev Med Pharmacol Sci. 2024 Apr;28(8):3073-3084. doi: 10.26355/eurrev_202404_36023.","Jiao BL","Eur Rev Med Pharmacol Sci","2024","2024/05/06","","","10.26355/eurrev_202404_36023"
"38706278","The Effects of Different Exercise Interventions on Patients with Subjective Cognitive Decline: A Systematic Review and Network Meta-Analysis","Chen R, Zhao B, Huang J, Zhang M, Wang Y, Fu J, Liang H, Zhan H.","J Prev Alzheimers Dis. 2024;11(3):620-631. doi: 10.14283/jpad.2024.65.","Chen R","J Prev Alzheimers Dis","2024","2024/05/06","PMC11060994","","10.14283/jpad.2024.65"
"38706263","Prediction models for deep vein thrombosis after knee/hip arthroplasty: A systematic review and network meta-analysis","Zeng Q, Li Z, Gui S, Wu J, Liu C, Wang T, Peng D, Zeng G.","J Orthop Surg (Hong Kong). 2024 May-Aug;32(2):10225536241249591. doi: 10.1177/10225536241249591.","Zeng Q","J Orthop Surg (Hong Kong)","2024","2024/05/06","","","10.1177/10225536241249591"
